TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	35172	SOCI	1001	A03	GRP	M	1035	1125	31
Fall	35173	SOCI	1001	A04	GRP	M	1035	1125	32
Fall	35174	SOCI	1001	A05	GRP	M	1035	1125	32
Fall	35175	SOCI	1001	A06	GRP	M	1035	1125	29
Fall	35176	SOCI	1001	A07	GRP	M	1035	1125	35
Fall	35177	SOCI	1001	A08	GRP				
Fall	35178	SOCI	1001	A09	GRP	M	1135	1225	40
Fall	35179	SOCI	1001	A10	GRP	M	1135	1225	27
Fall	35180	SOCI	1001	A11	GRP	M	1135	1225	41
Fall	35181	SOCI	1001	A12	GRP	M	1135	1225	40
Fall	35182	SOCI	1001	A13	GRP	M	1135	1225	42
Fall	35183	SOCI	1001	A14	GRP	M	1135	1225	52
Fall	35184	SOCI	1001	A15	GRP	M	1135	1225	16
Fall	35185	SOCI	1001	A16	GRP				
Fall	35186	SOCI	1001	B	LEC	T	935	1125	444
Fall	35187	SOCI	1001	B01	GRP	T	1135	1225	57
Fall	35188	SOCI	1001	B02	GRP	T	1135	1225	52
Fall	35189	SOCI	1001	B03	GRP	T	1135	1225	40
Fall	35190	SOCI	1001	B04	GRP	T	1135	1225	48
Fall	35191	SOCI	1001	B05	GRP	T	1135	1225	47
Fall	35192	SOCI	1001	B06	GRP	T	1135	1225	25
Fall	35193	SOCI	1001	B07	GRP				
Fall	35194	SOCI	1001	B08	GRP				
Fall	35195	SOCI	1001	B09	GRP	T	1235	1325	40
Fall	35196	SOCI	1001	B10	GRP	T	1235	1325	48
Fall	35197	SOCI	1001	B11	GRP	T	1235	1325	27
Fall	35198	SOCI	1001	B12	GRP	T	1235	1325	66
Fall	35199	SOCI	1001	B13	GRP	T	1235	1325	26
Fall	35200	SOCI	1001	B14	GRP	T	1235	1325	47
Fall	35201	SOCI	1001	B15	GRP				
Fall	35202	SOCI	1001	B16	GRP				
Fall	35203	SOCI	1001	C	LEC	R	1805	1955	393
Fall	35204	SOCI	1001	C01	GRP	R	2005	2055	58
Fall	35205	SOCI	1001	C02	GRP	R	2005	2055	67
Fall	35206	SOCI	1001	C03	GRP	R	2005	2055	59
Fall	35207	SOCI	1001	C04	GRP	R	2005	2055	63
Fall	35208	SOCI	1001	C05	GRP	R	2005	2055	66
Fall	35209	SOCI	1001	C06	GRP				
Fall	35210	SOCI	1001	C07	GRP				
Winter	14862	SOCI	1001	E	LEC	T	1435	1625	444
Winter	14863	SOCI	1001	E01	GRP	T	1635	1725	40
Winter	14864	SOCI	1001	E02	GRP	T	1635	1725	35
Winter	14865	SOCI	1001	E03	GRP	T	1635	1725	52
Winter	14866	SOCI	1001	E04	GRP	T	1735	1825	40
Winter	14867	SOCI	1001	E05	GRP	T	1735	1825	35
Winter	14868	SOCI	1001	E06	GRP	T	1735	1825	56
Fall	35211	SOCI	1002	A	LEC	W	1435	1625	444
Fall	35212	SOCI	1002	A01	GRP	W	1635	1725	67
Fall	35213	SOCI	1002	A02	GRP	W	1635	1725	52
Fall	35214	SOCI	1002	A03	GRP				
Fall	35215	SOCI	1002	A04	GRP	W	1735	1825	30
Fall	35216	SOCI	1002	A05	GRP	W	1735	1825	32
Fall	35217	SOCI	1002	A06	GRP				
Winter	14869	SOCI	1002	B	LEC	M	935	1125	444
Winter	14870	SOCI	1002	B01	GRP	M	1135	1225	31
Winter	14871	SOCI	1002	B02	GRP	M	1135	1225	30
Winter	14872	SOCI	1002	B03	GRP	M	1135	1225	56
Winter	14873	SOCI	1002	B04	GRP	M	1135	1225	42
Winter	14874	SOCI	1002	B05	GRP	M	1135	1225	28
Winter	14875	SOCI	1002	B06	GRP	M	1135	1225	54
Winter	14876	SOCI	1002	B07	GRP	M	1135	1225	35
Winter	14877	SOCI	1002	B08	GRP	M	1135	1225	35
Winter	14878	SOCI	1002	B09	GRP	M	1235	1325	42
Winter	14879	SOCI	1002	B10	GRP	M	1235	1325	28
Winter	14880	SOCI	1002	B11	GRP	M	1235	1325	31
Winter	14881	SOCI	1002	B12	GRP	M	1235	1325	30
Winter	14882	SOCI	1002	B13	GRP	M	1235	1325	16
Winter	14883	SOCI	1002	B14	GRP	M	1235	1325	54
Winter	14884	SOCI	1002	B15	GRP	M	1235	1325	35
Winter	14885	SOCI	1002	B16	GRP	M	1235	1325	35
Winter	14886	SOCI	1002	C	LEC	F	1235	1425	236
Winter	14887	SOCI	1002	C01	GRP	F	1435	1525	42
Winter	14888	SOCI	1002	C02	GRP	F	1435	1525	42
Winter	14889	SOCI	1002	C03	GRP	F	1435	1525	39
Winter	14890	SOCI	1002	C04	GRP	F	1435	1525	39
Winter	14891	SOCI	1002	C05	GRP	F	1435	1525	30
Winter	14892	SOCI	1002	C06	GRP	F	1435	1525	30
Winter	14893	SOCI	1002	C07	GRP	F	1435	1525	42
Winter	14894	SOCI	1002	C08	GRP	F	1435	1525	35
Winter	14895	SOCI	1002	C09	GRP	F	1535	1625	27
Winter	14896	SOCI	1002	C10	GRP	F	1535	1625	27
Winter	14897	SOCI	1002	C11	GRP	F	1535	1625	27
Winter	14898	SOCI	1002	C12	GRP	F	1535	1625	28
Winter	14899	SOCI	1002	C13	GRP	F	1535	1625	28
Winter	14900	SOCI	1002	C14	GRP	F	1535	1625	32
Winter	14901	SOCI	1002	C15	GRP	F	1535	1625	32
Winter	14902	SOCI	1002	C16	GRP	F	1535	1625	35
Winter	14903	SOCI	1002	D	LEC	M	1805	1955	444
Winter	14904	SOCI	1002	D01	GRP	M	2005	2055	79
Winter	14905	SOCI	1002	D02	GRP	M	2005	2055	80
Winter	14906	SOCI	1002	D03	GRP	M	2005	2055	79
Winter	14907	SOCI	1002	D04	GRP	M	2005	2055	56
Winter	14908	SOCI	1002	D05	GRP	M	2005	2055	52
Winter	14909	SOCI	1002	D06	GRP	M	2005	2055	56
Winter	14910	SOCI	1002	D07	GRP	M	2005	2055	52
Winter	14911	SOCI	1002	D08	GRP	M	2005	2055	52
Fall	35218	SOCI	1005	A	LEC	F	835	1125	348
Winter	14912	SOCI	1005	B	LEC	T	1805	2055	9000
Fall	35314	SOWK	1001	A	LEC	M	1435	1725	133
Fall	35315	SOWK	1001	W	LEC	R	835	1125	9000
Winter	14992	SOWK	1002	A	LEC	R	1135	1425	133
Winter	14993	SOWK	1002	W	LEC	T	835	1125	9000
Fall	35374	SPAN	1010	A	SEM	TR	1135	1325	48
Fall	35375	SPAN	1010	B	SEM	MW	935	1125	27
Fall	35376	SPAN	1010	C	SEM	TR	1435	1625	39
Fall	35377	SPAN	1010	D	SEM	WF	1135	1325	39
Fall	35378	SPAN	1010	E	SEM	MW	1805	1955	27
Fall	35379	SPAN	1010	F	SEM	TR	935	1125	39
Fall	35380	SPAN	1010	G	SEM	WF	1435	1625	32
Fall	35381	SPAN	1010	H	SEM	TR	1805	1955	69
Winter	15048	SPAN	1010	I	SEM	TR	935	1125	42
Winter	15049	SPAN	1010	J	SEM	MW	1905	2055	39
Winter	15050	SPAN	1010	K	SEM	TR	1435	1625	36
Winter	15051	SPAN	1020	A	SEM	TR	1435	1625	32
Winter	15052	SPAN	1020	B	SEM	TR	1135	1325	36
Winter	15053	SPAN	1020	C	SEM	WF	1135	1325	39
Winter	15054	SPAN	1020	D	SEM				
Winter	15055	SPAN	1020	E	SEM	TR	1905	2055	39
Winter	15067	STAT	1500	A	LEC	WF	1305	1425	96
Winter	15068	STAT	1500	A1	LAB	F	1135	1225	25
Winter	15069	STAT	1500	A2	LAB	F	1035	1125	25
Winter	15070	STAT	1500	A3	LAB	F	935	1025	25
Winter	15071	STAT	1500	A4	LAB	F	835	925	25
