TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	32078	ECON	1001	B04	GRP	T	1235	1325	52
Fall	32079	ECON	1001	B05	GRP	R	1135	1225	52
Fall	32080	ECON	1001	B06	GRP	R	1135	1225	48
Fall	32081	ECON	1001	B07	GRP	T	1805	1855	9000
Fall	32082	ECON	1001	B08	GRP	T	1905	1955	9000
Fall	32083	ECON	1001	C	LEC	W	1805	2055	9000
Fall	32084	ECON	1001	C01	GRP	R	1735	1825	9000
Fall	32085	ECON	1001	C02	GRP	R	1735	1825	9000
Fall	32086	ECON	1001	C03	GRP	R	1735	1825	9000
Fall	32087	ECON	1001	C04	GRP	R	1835	1925	9000
Fall	32088	ECON	1001	C05	GRP				
Fall	32089	ECON	1001	C06	GRP				
Fall	32090	ECON	1001	C07	GRP	M	1805	1855	9000
Fall	32091	ECON	1001	C08	GRP	M	1805	1855	9000
Fall	32092	ECON	1001	D	LEC	M	1805	2055	331
Fall	32093	ECON	1001	D01	GRP	M	1635	1725	96
Fall	32094	ECON	1001	D02	GRP	M	1635	1725	66
Fall	32095	ECON	1001	D03	GRP	M	1635	1725	78
Fall	32096	ECON	1001	D04	GRP	M	1635	1725	78
Fall	32097	ECON	1001	D05	GRP	M	1535	1625	83
Fall	32098	ECON	1001	D06	GRP	M	1535	1625	66
Fall	32099	ECON	1001	D07	GRP	T	1805	1855	9000
Fall	32100	ECON	1001	D08	GRP	T	1935	2025	9000
Fall	32101	ECON	1001	E	LEC	W	1805	2055	9000
Winter	11933	ECON	1001	W	LEC	TR	1305	1425	331
Winter	11934	ECON	1001	W01	GRP	R	1435	1525	80
Winter	11935	ECON	1001	W02	GRP	T	1535	1625	84
Winter	11936	ECON	1001	W03	GRP	T	1435	1525	66
Winter	11937	ECON	1002	A	LEC	W	1805	2055	348
Winter	11938	ECON	1002	A01	GRP	M	1135	1225	40
Winter	11939	ECON	1002	A02	GRP	M	1135	1225	40
Winter	11940	ECON	1002	A03	GRP	M	1235	1325	40
Winter	11941	ECON	1002	A04	GRP	M	1235	1325	40
Winter	11942	ECON	1002	A05	GRP	W	1135	1225	97
Winter	11943	ECON	1002	A06	GRP	W	1135	1225	40
Winter	11944	ECON	1002	A07	GRP	M	1805	1855	9000
Winter	11945	ECON	1002	A08	GRP	M	1905	1955	9000
Winter	11946	ECON	1002	B	LEC	TR	1005	1125	331
Winter	11947	ECON	1002	B01	GRP	T	1135	1225	48
Winter	11948	ECON	1002	B02	GRP	T	1235	1325	78
Winter	11949	ECON	1002	B03	GRP	T	1335	1425	48
Winter	11950	ECON	1002	B04	GRP	T	1435	1525	40
Winter	11951	ECON	1002	B05	GRP	R	1135	1225	41
Winter	11952	ECON	1002	B06	GRP	R	1135	1225	97
Winter	11953	ECON	1002	B07	GRP	T	1805	1855	9000
Winter	11954	ECON	1002	B08	GRP	T	1905	1955	9000
Winter	11955	ECON	1002	C	LEC	T	1805	2055	9000
Winter	11956	ECON	1002	C01	GRP	M	1035	1125	9000
Winter	11957	ECON	1002	C02	GRP	M	1035	1125	9000
Winter	11958	ECON	1002	C03	GRP				
Winter	11959	ECON	1002	C04	GRP	M	1135	1225	9000
Winter	11960	ECON	1002	C05	GRP				
Winter	11961	ECON	1002	C06	GRP				
Winter	11962	ECON	1002	C07	GRP	M	1905	1955	9000
Winter	11963	ECON	1002	C08	GRP	M	1905	1955	9000
Winter	11964	ECON	1002	D	LEC	M	1805	2055	331
Winter	11965	ECON	1002	D01	GRP	M	1705	1755	40
Winter	11966	ECON	1002	D02	GRP	M	1705	1755	52
Winter	11967	ECON	1002	D03	GRP	M	1705	1755	52
Winter	11968	ECON	1002	D04	GRP	M	1705	1755	39
Winter	11969	ECON	1002	D05	GRP	M	1535	1625	40
Winter	11970	ECON	1002	D06	GRP	M	1535	1625	52
Winter	11971	ECON	1002	D07	GRP	W	1805	1855	9000
Winter	11972	ECON	1002	D08	GRP	W	1905	1955	9000
Winter	11973	ECON	1002	E	LEC	W	1805	2055	9000
Fall	32102	ECON	1401	A	LEC	TR	1435	1555	204
Fall	32103	ECON	1401	A01	TUT	R	1135	1225	96
Fall	32104	ECON	1401	A02	TUT	R	1235	1325	96
Winter	11974	ECON	1401	B	LEC	TR	1135	1255	78
Winter	11975	ECON	1401	B01	TUT	F	1235	1325	79
Fall	32105	ECON	1402	A	LEC	W	1135	1425	79
Fall	32106	ECON	1402	A01	TUT	F	1135	1225	69
Winter	11976	ECON	1402	B	LEC	W	1135	1425	133
Winter	11977	ECON	1402	B01	TUT	M	1535	1625	58
Winter	11978	ECON	1402	B02	TUT	R	1435	1525	78
Fall	32203	ECOR	1041	A	LEC	TR	1135	1255	348
Fall	32204	ECOR	1041	A1	LAB	T	835	1125	80
Fall	32205	ECOR	1041	A2	LAB	W	1435	1725	80
Fall	32206	ECOR	1041	A3	LAB	R	835	1125	80
Fall	32207	ECOR	1041	A4	LAB	F	835	1125	80
Fall	32208	ECOR	1041	A5	LAB	F	1435	1725	80
Fall	32209	ECOR	1041	A6	LAB	R	1435	1725	80
Fall	32210	ECOR	1041	B	LEC	TR	1305	1425	348
Fall	32211	ECOR	1041	B1	LAB	M	1435	1725	80
Fall	32212	ECOR	1041	B2	LAB	F	1135	1425	80
Fall	32213	ECOR	1041	B3	LAB	W	1135	1425	80
Fall	32214	ECOR	1041	B4	LAB	W	1805	2055	80
Fall	32215	ECOR	1041	B5	LAB	M	1805	2055	80
Fall	32216	ECOR	1041	B6	LAB	T	1435	1725	80
Winter	12070	ECOR	1041	C	LEC	TR	1135	1255	386
Winter	12071	ECOR	1041	C1	LAB	M	1135	1425	80
Winter	12072	ECOR	1041	C2	LAB	T	1435	1725	80
Winter	12073	ECOR	1041	C3	LAB	F	835	1125	80
Winter	12074	ECOR	1041	C4	LAB	R	835	1125	80
Winter	12075	ECOR	1041	C5	LAB	F	1135	1425	80
Winter	12076	ECOR	1041	C6	LAB	M	835	1125	80
Winter	12077	ECOR	1041	D	LEC	MW	1435	1555	386
Winter	12078	ECOR	1041	D1	LAB	R	1435	1725	80
Winter	12079	ECOR	1041	D2	LAB	F	1805	2055	80
Winter	12080	ECOR	1041	D3	LAB	T	835	1125	80
Winter	12081	ECOR	1041	D4	LAB	F	1435	1725	80
Winter	12082	ECOR	1041	D5	LAB	T	1805	2055	80
Winter	12083	ECOR	1041	D6	LAB	W	835	1125	80
Fall	32217	ECOR	1041	F	LEC	TR	1135	1255	285
Fall	32218	ECOR	1041	F1	LAB				
Winter	12084	ECOR	1041	H	LEC	TR	1135	1255	331
Winter	12085	ECOR	1041	H1	LAB				
Fall	32219	ECOR	1042	A	LEC	TR	1135	1255	348
Fall	32220	ECOR	1042	A1A	LAB	T	835	1125	80
Fall	32221	ECOR	1042	A1B	LAB	T	835	1125	80
Fall	32222	ECOR	1042	A2A	LAB	W	1435	1725	80
Fall	32223	ECOR	1042	A2B	LAB	W	1435	1725	80
Fall	32224	ECOR	1042	A3A	LAB	R	835	1125	80
Fall	32225	ECOR	1042	A3B	LAB	R	835	1125	80
Fall	32226	ECOR	1042	A4A	LAB	F	835	1125	80
Fall	32227	ECOR	1042	A4B	LAB	F	835	1125	80
Fall	32228	ECOR	1042	A5A	LAB	F	1435	1725	80
Fall	32229	ECOR	1042	A5B	LAB	F	1435	1725	80
Fall	32230	ECOR	1042	A6A	LAB	R	1435	1725	80
Fall	32231	ECOR	1042	A6B	LAB	R	1435	1725	80
Fall	32232	ECOR	1042	ATU	TUT				
Fall	32233	ECOR	1042	B	LEC	TR	1305	1425	348
Fall	32234	ECOR	1042	B1A	LAB	M	1435	1725	80
Fall	32235	ECOR	1042	B1B	LAB	M	1435	1725	80
Fall	32236	ECOR	1042	B2A	LAB	F	1135	1425	80
Fall	32237	ECOR	1042	B2B	LAB	F	1135	1425	80
Fall	32238	ECOR	1042	B3A	LAB	W	1135	1425	80
Fall	32239	ECOR	1042	B3B	LAB	W	1135	1425	80
Fall	32240	ECOR	1042	B4A	LAB	W	1805	2055	80
Fall	32241	ECOR	1042	B4B	LAB	W	1805	2055	80
Fall	32242	ECOR	1042	B5A	LAB	M	1805	2055	80
Fall	32243	ECOR	1042	B5B	LAB	M	1805	2055	80
Fall	32244	ECOR	1042	B6A	LAB	T	1435	1725	80
Fall	32245	ECOR	1042	B6B	LAB	T	1435	1725	80
Fall	32246	ECOR	1042	BTU	TUT	TR	1135	1255	285
Winter	12086	ECOR	1042	C	LEC	TR	1135	1255	386
Winter	12087	ECOR	1042	C1A	LAB	M	1135	1425	80
Winter	12088	ECOR	1042	C1B	LAB	M	1135	1425	80
Winter	12089	ECOR	1042	C2A	LAB	T	1435	1725	80
Winter	12090	ECOR	1042	C2B	LAB	T	1435	1725	80
Winter	12091	ECOR	1042	C3A	LAB	F	835	1125	80
Winter	12092	ECOR	1042	C3B	LAB	F	835	1125	80
Winter	12093	ECOR	1042	C4A	LAB	R	835	1125	80
Winter	12094	ECOR	1042	C4B	LAB	R	835	1125	80
Winter	12095	ECOR	1042	C5A	LAB	F	1135	1425	80
Winter	12096	ECOR	1042	C5B	LAB	F	1135	1425	80
Winter	12097	ECOR	1042	C6A	LAB	M	835	1125	80
Winter	12098	ECOR	1042	C6B	LAB	M	835	1125	80
Winter	12099	ECOR	1042	CTU	TUT				
Winter	12100	ECOR	1042	D	LEC	MW	1435	1555	386
Winter	12101	ECOR	1042	D1A	LAB	R	1435	1725	80
Winter	12102	ECOR	1042	D1B	LAB	R	1435	1725	80
Winter	12103	ECOR	1042	D2A	LAB	F	1805	2055	80
Winter	12104	ECOR	1042	D2B	LAB	F	1805	2055	80
Winter	12105	ECOR	1042	D3A	LAB	T	835	1125	80
Winter	12106	ECOR	1042	D3B	LAB	T	835	1125	80
Winter	12107	ECOR	1042	D4A	LAB	F	1435	1725	80
Winter	12108	ECOR	1042	D4B	LAB	F	1435	1725	80
Winter	12109	ECOR	1042	D5A	LAB	T	1805	2055	80
Winter	12110	ECOR	1042	D5B	LAB	T	1805	2055	80
Winter	12111	ECOR	1042	D6A	LAB	W	835	1125	80
Winter	12112	ECOR	1042	D6B	LAB	W	835	1125	80
Winter	12113	ECOR	1042	DTU	TUT	TR	1135	1255	331
Fall	32247	ECOR	1043	A	LEC	TR	1435	1555	348
Fall	32248	ECOR	1043	A1	LAB	R	835	1125	65
Fall	32249	ECOR	1043	A2	LAB	W	1435	1725	65
Fall	32250	ECOR	1043	A3	LAB	W	1135	1425	65
Fall	32251	ECOR	1043	A4	LAB	T	835	1125	65
Fall	32252	ECOR	1043	A5	LAB	F	835	1125	65
Fall	32253	ECOR	1043	A6	LAB				
Fall	32254	ECOR	1043	B	LEC	MW	1005	1125	393
Fall	32255	ECOR	1043	B1	LAB	R	1805	2055	65
Fall	32256	ECOR	1043	B2	LAB	M	1435	1725	65
Fall	32257	ECOR	1043	B3	LAB	F	1435	1725	65
Fall	32258	ECOR	1043	B4	LAB	F	1135	1425	65
Fall	32259	ECOR	1043	B5	LAB	T	1435	1725	65
Fall	32260	ECOR	1043	B6	LAB	M	1135	1425	65
Winter	12114	ECOR	1043	C	LEC	MW	1005	1125	393
Winter	12115	ECOR	1043	C1	LAB	F	1435	1725	65
Winter	12116	ECOR	1043	C2	LAB	W	1805	2055	65
Winter	12117	ECOR	1043	C3	LAB	M	1805	2055	65
Winter	12118	ECOR	1043	C4	LAB	R	835	1125	65
Winter	12119	ECOR	1043	C5	LAB	F	1805	2055	65
Winter	12120	ECOR	1043	C6	LAB	T	835	1125	65
Winter	12121	ECOR	1043	D	LEC	MW	1305	1425	393
Winter	12122	ECOR	1043	D1	LAB	M	835	1125	65
Winter	12123	ECOR	1043	D2	LAB	W	835	1125	65
Winter	12124	ECOR	1043	D3	LAB	R	1435	1725	65
Winter	12125	ECOR	1043	D4	LAB	R	1805	2055	65
Winter	12126	ECOR	1043	D5	LAB	T	1435	1725	65
Winter	12127	ECOR	1043	D6	LAB	F	835	1125	65
Fall	32261	ECOR	1044	A	LEC	TR	1435	1555	348
Fall	32262	ECOR	1044	A1A	LAB	R	835	1125	65
Fall	32263	ECOR	1044	A1B	LAB	R	835	1125	65
Fall	32264	ECOR	1044	A2A	LAB	W	1435	1725	65
Fall	32265	ECOR	1044	A2B	LAB	W	1435	1725	65
Fall	32266	ECOR	1044	A3A	LAB	W	1135	1425	65
Fall	32267	ECOR	1044	A3B	LAB	W	1135	1425	65
Fall	32268	ECOR	1044	A4A	LAB	T	835	1125	65
Fall	32269	ECOR	1044	A4B	LAB	T	835	1125	65
Fall	32270	ECOR	1044	A5A	LAB	F	835	1125	65
Fall	32271	ECOR	1044	A5B	LAB	F	835	1125	65
Fall	32272	ECOR	1044	A6A	LAB				
Fall	32273	ECOR	1044	A6B	LAB				
Fall	32274	ECOR	1044	B	LEC	MW	1005	1125	393
Fall	32275	ECOR	1044	B1A	LAB	R	1805	2055	65
Fall	32276	ECOR	1044	B1B	LAB	R	1805	2055	65
Fall	32277	ECOR	1044	B2A	LAB	M	1435	1725	65
Fall	32278	ECOR	1044	B2B	LAB	M	1435	1725	65
Fall	32279	ECOR	1044	B3A	LAB	F	1435	1725	65
Fall	32280	ECOR	1044	B3B	LAB	F	1435	1725	65
Fall	32281	ECOR	1044	B4A	LAB	F	1135	1425	65
Fall	32282	ECOR	1044	B4B	LAB	F	1135	1425	65
Fall	32283	ECOR	1044	B5A	LAB	T	1435	1725	65
Fall	32284	ECOR	1044	B5B	LAB	T	1435	1725	65
Fall	32285	ECOR	1044	B6A	LAB	M	1135	1425	65
Fall	32286	ECOR	1044	B6B	LAB	M	1135	1425	65
Winter	12128	ECOR	1044	C	LEC	MW	1005	1125	393
Winter	12129	ECOR	1044	C1A	LAB	F	1435	1725	65
Winter	12130	ECOR	1044	C1B	LAB	F	1435	1725	65
Winter	12131	ECOR	1044	C2A	LAB	W	1805	2055	65
Winter	12132	ECOR	1044	C2B	LAB	W	1805	2055	65
Winter	12133	ECOR	1044	C3A	LAB	M	1805	2055	65
Winter	12134	ECOR	1044	C3B	LAB	M	1805	2055	65
Winter	12135	ECOR	1044	C4A	LAB	R	835	1125	65
Winter	12136	ECOR	1044	C4B	LAB	R	835	1125	65
Winter	12137	ECOR	1044	C5A	LAB	F	1805	2055	65
Winter	12138	ECOR	1044	C5B	LAB	F	1805	2055	65
Winter	12139	ECOR	1044	C6A	LAB	T	835	1125	65
Winter	12140	ECOR	1044	C6B	LAB	T	835	1125	65
Winter	12141	ECOR	1044	D	LEC	MW	1305	1425	393
Winter	12142	ECOR	1044	D1A	LAB	M	835	1125	65
Winter	12143	ECOR	1044	D1B	LAB	M	835	1125	65
Winter	12144	ECOR	1044	D2A	LAB	W	835	1125	65
Winter	12145	ECOR	1044	D2B	LAB	W	835	1125	65
Winter	12146	ECOR	1044	D3A	LAB	R	1435	1725	65
Winter	12147	ECOR	1044	D3B	LAB	R	1435	1725	65
Winter	12148	ECOR	1044	D4A	LAB	R	1805	2055	65
Winter	12149	ECOR	1044	D4B	LAB	R	1805	2055	65
Winter	12150	ECOR	1044	D5A	LAB	T	1435	1725	65
Winter	12151	ECOR	1044	D5B	LAB	T	1435	1725	65
Winter	12152	ECOR	1044	D6A	LAB	F	835	1125	65
Winter	12153	ECOR	1044	D6B	LAB	F	835	1125	65
Fall	32287	ECOR	1045	A	LEC	TR	1435	1555	285
Fall	32288	ECOR	1045	A1	LAB	M	835	1125	79
Fall	32289	ECOR	1045	A2	LAB	F	1435	1725	79
Fall	32290	ECOR	1045	A3	LAB	M	1805	2055	78
Fall	32291	ECOR	1045	A4	LAB	T	1135	1425	115
Fall	32292	ECOR	1045	B	LEC	WF	1435	1555	393
Fall	32293	ECOR	1045	B1	LAB	M	1435	1725	78
Fall	32294	ECOR	1045	B2	LAB	F	835	1125	79
Fall	32295	ECOR	1045	B3	LAB	F	835	1125	98
Fall	32296	ECOR	1045	B4	LAB	W	835	1125	78
Fall	32297	ECOR	1045	C	LEC	TR	1305	1425	393
Fall	32298	ECOR	1045	C1	LAB	T	835	1125	78
Fall	32299	ECOR	1045	C2	LAB	M	1135	1425	236
Fall	32300	ECOR	1045	C3	LAB	T	1435	1725	84
Fall	32301	ECOR	1045	C4	LAB	W	1805	2055	79
Winter	12154	ECOR	1045	D	LEC	MW	1135	1255	236
Winter	12155	ECOR	1045	D1	LAB	W	1805	2055	78
Winter	12156	ECOR	1045	D2	LAB	F	1435	1725	78
Winter	12157	ECOR	1045	D3	LAB	R	835	1125	69
Winter	12158	ECOR	1045	D4	LAB	W	1435	1725	78
Winter	12159	ECOR	1045	E	LEC	WF	1305	1425	285
Winter	12160	ECOR	1045	E1	LAB	F	835	1125	78
Winter	12161	ECOR	1045	E2	LAB	F	1435	1725	78
Winter	12162	ECOR	1045	E3	LAB	T	1435	1725	78
Winter	12163	ECOR	1045	E4	LAB	R	835	1125	78
Winter	12164	ECOR	1045	F	LEC	TR	1305	1425	236
Winter	12165	ECOR	1045	F1	LAB	T	835	1125	78
Winter	12166	ECOR	1045	F2	LAB	F	1135	1425	78
Winter	12167	ECOR	1045	F3	LAB	M	1435	1725	78
Winter	12168	ECOR	1045	F4	LAB	M	835	1125	78
Fall	32302	ECOR	1046	A	LEC	TR	1435	1555	285
Fall	32303	ECOR	1046	A1A	LAB	M	835	1125	79
Fall	32304	ECOR	1046	A1B	LAB	M	835	1125	79
Fall	32305	ECOR	1046	A2A	LAB	F	1435	1725	79
Fall	32306	ECOR	1046	A2B	LAB	F	1435	1725	79
Fall	32307	ECOR	1046	A3A	LAB	M	1805	2055	78
Fall	32308	ECOR	1046	A3B	LAB	M	1805	2055	78
Fall	32309	ECOR	1046	A4A	LAB	T	1135	1425	115
Fall	32310	ECOR	1046	A4B	LAB	T	1135	1425	115
Fall	32311	ECOR	1046	B	LEC	WF	1435	1555	393
Fall	32312	ECOR	1046	B1A	LAB	M	1435	1725	78
Fall	32313	ECOR	1046	B1B	LAB	M	1435	1725	78
Fall	32314	ECOR	1046	B2A	LAB	F	835	1125	79
Fall	32315	ECOR	1046	B2B	LAB	F	835	1125	79
Fall	32316	ECOR	1046	B3A	LAB	F	835	1125	98
Fall	32317	ECOR	1046	B3B	LAB	F	835	1125	98
Fall	32318	ECOR	1046	B4A	LAB	W	835	1125	78
Fall	32319	ECOR	1046	B4B	LAB	W	835	1125	78
Fall	32320	ECOR	1046	C	LEC	TR	1305	1425	393
Fall	32321	ECOR	1046	C1A	LAB	T	835	1125	78
Fall	32322	ECOR	1046	C1B	LAB	T	835	1125	78
Fall	32323	ECOR	1046	C2A	LAB	M	1135	1425	236
Fall	32324	ECOR	1046	C2B	LAB	M	1135	1425	236
Fall	32325	ECOR	1046	C3A	LAB	T	1435	1725	84
Fall	32326	ECOR	1046	C3B	LAB	T	1435	1725	84
Fall	32327	ECOR	1046	C4A	LAB	W	1805	2055	79
Fall	32328	ECOR	1046	C4B	LAB	W	1805	2055	79
Winter	12169	ECOR	1046	D	LEC	MW	1135	1255	236
Winter	12170	ECOR	1046	D1A	LAB	W	1805	2055	78
Winter	12171	ECOR	1046	D1B	LAB	W	1805	2055	78
Winter	12172	ECOR	1046	D2A	LAB	F	1435	1725	78
Winter	12173	ECOR	1046	D2B	LAB	F	1435	1725	78
Winter	12174	ECOR	1046	D3A	LAB	R	835	1125	69
Winter	12175	ECOR	1046	D3B	LAB	R	835	1125	69
Winter	12176	ECOR	1046	D4A	LAB	W	1435	1725	78
Winter	12177	ECOR	1046	D4B	LAB	W	1435	1725	78
Winter	12178	ECOR	1046	E	LEC	WF	1305	1425	285
Winter	12179	ECOR	1046	E1A	LAB	F	835	1125	78
Winter	12180	ECOR	1046	E1B	LAB	F	835	1125	78
Winter	12181	ECOR	1046	E2A	LAB	F	1435	1725	78
Winter	12182	ECOR	1046	E2B	LAB	F	1435	1725	78
Winter	12183	ECOR	1046	E3A	LAB	T	1435	1725	78
Winter	12184	ECOR	1046	E3B	LAB	T	1435	1725	78
Winter	12185	ECOR	1046	E4A	LAB	R	835	1125	78
Winter	12186	ECOR	1046	E4B	LAB	R	835	1125	78
Winter	12187	ECOR	1046	F	LEC	TR	1305	1425	236
Winter	12188	ECOR	1046	F1A	LAB	T	835	1125	78
Winter	12189	ECOR	1046	F1B	LAB	T	835	1125	78
Winter	12190	ECOR	1046	F2A	LAB	F	1135	1425	78
Winter	12191	ECOR	1046	F2B	LAB	F	1135	1425	78
Winter	12192	ECOR	1046	F3A	LAB	M	1435	1725	78
Winter	12193	ECOR	1046	F3B	LAB	M	1435	1725	78
Winter	12194	ECOR	1046	F4A	LAB	M	835	1125	78
Winter	12195	ECOR	1046	F4B	LAB	M	835	1125	78
Fall	32329	ECOR	1047	A	LEC	TR	1135	1255	444
Fall	32330	ECOR	1047	A1A	LAB	M	1435	1725	86
Fall	32331	ECOR	1047	A1B	LAB	M	1435	1725	86
Fall	32332	ECOR	1047	A2A	LAB	M	835	1125	86
Fall	32333	ECOR	1047	A2B	LAB	M	835	1125	86
Fall	32334	ECOR	1047	A3A	LAB	M	1805	2055	86
Fall	32335	ECOR	1047	A3B	LAB	M	1805	2055	86
Fall	32336	ECOR	1047	A4A	LAB	W	1135	1425	86
Fall	32337	ECOR	1047	A4B	LAB	W	1135	1425	86
Fall	32338	ECOR	1047	A5A	LAB	F	1135	1425	86
Fall	32339	ECOR	1047	A5B	LAB	F	1135	1425	86
Fall	32340	ECOR	1047	A6A	LAB	F	835	1125	86
Fall	32341	ECOR	1047	A6B	LAB	F	835	1125	86
Fall	32342	ECOR	1047	B	LEC	WF	1135	1255	386
Fall	32343	ECOR	1047	B1A	LAB	T	1435	1725	86
Fall	32344	ECOR	1047	B1B	LAB	T	1435	1725	86
Fall	32345	ECOR	1047	B2A	LAB	R	835	1125	86
Fall	32346	ECOR	1047	B2B	LAB	R	835	1125	86
Fall	32347	ECOR	1047	B3A	LAB	T	835	1125	86
Fall	32348	ECOR	1047	B3B	LAB	T	835	1125	86
Fall	32349	ECOR	1047	B4A	LAB	R	1435	1725	86
Fall	32350	ECOR	1047	B4B	LAB	R	1435	1725	86
Fall	32351	ECOR	1047	B5A	LAB	W	1805	2055	86
Fall	32352	ECOR	1047	B5B	LAB	W	1805	2055	86
Fall	32353	ECOR	1047	B6A	LAB	W	835	1125	86
Fall	32354	ECOR	1047	B6B	LAB	W	835	1125	86
Winter	12196	ECOR	1047	C	LEC	TR	1135	1255	348
Winter	12197	ECOR	1047	C1A	LAB	T	1805	2055	58
Winter	12198	ECOR	1047	C1B	LAB	T	1805	2055	58
Winter	12199	ECOR	1047	C2A	LAB	W	835	1125	58
Winter	12200	ECOR	1047	C2B	LAB	W	835	1125	58
Winter	12201	ECOR	1047	C3A	LAB	F	1435	1725	58
Winter	12202	ECOR	1047	C3B	LAB	F	1435	1725	58
Winter	12203	ECOR	1047	C4A	LAB	T	1435	1725	58
Winter	12204	ECOR	1047	C4B	LAB	T	1435	1725	58
Winter	12205	ECOR	1047	C5A	LAB	F	1135	1425	58
Winter	12206	ECOR	1047	C5B	LAB	F	1135	1425	58
Winter	12207	ECOR	1047	C6A	LAB	M	835	1125	58
Winter	12208	ECOR	1047	C6B	LAB	M	835	1125	58
Winter	12209	ECOR	1047	D	LEC	MW	1005	1125	331
Winter	12210	ECOR	1047	D1A	LAB	T	1135	1425	58
Winter	12211	ECOR	1047	D1B	LAB	T	1135	1425	58
Winter	12212	ECOR	1047	D2A	LAB	F	835	1125	58
Winter	12213	ECOR	1047	D2B	LAB	F	835	1125	58
Winter	12214	ECOR	1047	D3A	LAB	F	1805	2055	58
Winter	12215	ECOR	1047	D3B	LAB	F	1805	2055	58
Winter	12216	ECOR	1047	D4A	LAB	M	1805	2055	58
Winter	12217	ECOR	1047	D4B	LAB	M	1805	2055	58
Winter	12218	ECOR	1047	D5A	LAB	R	1435	1725	58
Winter	12219	ECOR	1047	D5B	LAB	R	1435	1725	58
Winter	12220	ECOR	1047	D6A	LAB	T	835	1125	58
Winter	12221	ECOR	1047	D6B	LAB	T	835	1125	58
Fall	32355	ECOR	1048	A	LEC	TR	1135	1255	444
Fall	32356	ECOR	1048	A1	LAB	M	1435	1725	86
Fall	32357	ECOR	1048	A2	LAB	M	835	1125	86
Fall	32358	ECOR	1048	A3	LAB	M	1805	2055	86
Fall	32359	ECOR	1048	A4	LAB	W	1135	1425	86
Fall	32360	ECOR	1048	A5	LAB	F	1135	1425	86
Fall	32361	ECOR	1048	A6	LAB	F	835	1125	86
Fall	32362	ECOR	1048	B	LEC	WF	1135	1255	386
Fall	32363	ECOR	1048	B1	LAB	T	1435	1725	86
Fall	32364	ECOR	1048	B2	LAB	R	835	1125	86
Fall	32365	ECOR	1048	B3	LAB	T	835	1125	86
Fall	32366	ECOR	1048	B4	LAB	R	1435	1725	86
Fall	32367	ECOR	1048	B5	LAB	W	1805	2055	86
Fall	32368	ECOR	1048	B6	LAB	W	835	1125	86
Winter	12222	ECOR	1048	C	LEC	TR	1135	1255	348
Winter	12223	ECOR	1048	C1	LAB	T	1805	2055	58
Winter	12224	ECOR	1048	C2	LAB	W	835	1125	58
Winter	12225	ECOR	1048	C3	LAB	F	1435	1725	58
Winter	12226	ECOR	1048	C4	LAB	T	1435	1725	58
Winter	12227	ECOR	1048	C5	LAB	F	1135	1425	58
Winter	12228	ECOR	1048	C6	LAB	M	835	1125	58
Winter	12229	ECOR	1048	D	LEC	MW	1005	1125	331
Winter	12230	ECOR	1048	D1	LAB	T	1135	1425	58
Winter	12231	ECOR	1048	D2	LAB	F	835	1125	58
Winter	12232	ECOR	1048	D3	LAB	F	1805	2055	58
Winter	12233	ECOR	1048	D4	LAB	M	1805	2055	58
Winter	12234	ECOR	1048	D5	LAB	R	1435	1725	58
Winter	12235	ECOR	1048	D6	LAB	T	835	1125	58
Fall	32369	ECOR	1055	A	LEC	W	835	955	204
Fall	32370	ECOR	1055	B	LEC	W	1605	1725	285
Fall	32371	ECOR	1055	C	LEC	M	1435	1555	204
Fall	32372	ECOR	1055	D	LEC	W	835	955	98
Fall	32373	ECOR	1055	E	LEC	W	835	955	66
Fall	32374	ECOR	1055	G	LEC	R	835	955	285
Fall	32375	ECOR	1055	H	LEC	M	1005	1125	154
Fall	32376	ECOR	1055	I	LEC	M	1135	1255	154
Fall	32377	ECOR	1055	J	LEC	R	1005	1125	96
Fall	32378	ECOR	1055	K	LEC	M	835	955	51
Fall	32379	ECOR	1055	L	LEC	M	1135	1255	57
Winter	12236	ECOR	1056	A	LEC				9000
Winter	12237	ECOR	1056	B	LEC				9000
Winter	12238	ECOR	1056	C	LEC				9000
Winter	12239	ECOR	1056	D	LEC				9000
Fall	32380	ECOR	1057	A	LEC				9000
Fall	32381	ECOR	1057	B	LEC				9000
Fall	32382	ECOR	1057	C	LEC				9000
Fall	32383	ECOR	1057	D	LEC				9000
Winter	12355	ENGL	1008	A	LEC	TR	1305	1425	9000
Fall	32512	ENGL	1009	A	LEC	W	1435	1725	9000
Fall	32513	ENGL	1010	A	LEC	TR	1005	1125	40
Fall	32514	ENGL	1010	B	LEC				9000
Winter	12356	ENGL	1010	C	LEC				9000
Winter	12357	ENGL	1010	D	LEC				9000
Fall	32515	ENGL	1020	A	LEC	TR	1005	1125	84
Winter	12358	ENGL	1020	B	LEC				9000
Winter	12359	ENGL	1200	A	LEC	WF	1005	1125	98
Fall	32516	ENGL	1400	A	LEC	TR	1305	1425	9000
Fall	32517	ENGL	1500	A	LEC	F	1305	1425	98
Fall	32518	ENGL	1500	A01	WKS	F	1435	1555	42
Fall	32519	ENGL	1500	A02	WKS	F	1605	1725	42
Fall	32520	ENGL	1500	A03	WKS	F	1435	1555	63
Fall	32521	ENGL	1500	A04	WKS	F	1605	1725	42
